,name,company,Empty,Price,kms_driven,fuel_type,abc,abc2,year
590,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol,,,2005
591,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol,,,2014
592,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel,,,2011
593,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol,,,2017
594,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol,,,2020
595,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol,,,2006
596,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel,,,2014
597,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol,,,2014
598,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel,,,2015
599,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol,,,2020
600,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,,,2015
601,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,,,2015
602,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel,,,2015
603,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel,,,2015
604,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel,,,2013
605,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol,,,2018
606,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel,,,2019
607,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel,,,2018
608,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel,,,2015
609,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel,,,2019
610,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol,,,2018
611,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol,,,2017
612,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol,,,2006
613,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol,,,2019
614,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol,,,2016
615,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol,,,2015
616,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel,,,2013
617,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol,,,2011
618,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol,,,2015
619,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol,,,2019
620,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel,,,2014
621,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol,,,2017
622,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol,,,2014
623,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel,,,2019
624,Tata Indica eV2,Tata,2015,140000,60105,Diesel,,,2018
625,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel,,,2016
626,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel,,,2017
627,BMW 3 Series,BMW,2011,1075000,35000,Diesel,,,2014
628,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol,,,2018
629,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel,,,2015
630,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel,,,2019
631,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel,,,2016
632,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol,,,2019
633,Honda City SV,Honda,2014,475000,34000,Diesel,,,2017
634,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol,,,2014
635,Honda City 1.5,Honda,2005,120000,68000,Petrol,,,2008
636,Audi A4 2.0,Audi,2016,1900000,44000,Diesel,,,2019
637,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel,,,2020
638,Tata Zest XE,Tata,2018,450000,102563,Diesel,,,2021
639,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel,,,2018
640,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel,,,2020
641,Tata Sumo Gold,Tata,2014,275000,116000,Diesel,,,2017
642,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol,,,2012
643,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel,,,2007
644,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol,,,2012
645,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel,,,2018
646,Renault Duster,Renault,2014,800000,7400,Diesel,,,2017
647,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel,,,2012
648,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel,,,2015
649,Audi A4 2.0,Audi,2013,1510000,27000,Diesel,,,2016
650,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel,,,2018
651,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol,,,2017
652,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel,,,2018
653,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol,,,2015
654,BMW X1,BMW,2011,1000000,34000,Diesel,,,2014
655,Datsun Redi GO,Datsun,2018,299999,7000,Petrol,,,2021
656,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel,,,2012
657,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel,,,2007
658,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel,,,2014
659,Tata Indigo CS,Tata,2017,270000,50000,Diesel,,,2020
660,Ford Figo Petrol,Ford,2019,525000,0,Petrol,,,2022
661,Honda City ZX,Honda,2006,180000,50000,Petrol,,,2009
662,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol,,,2011
663,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol,,,2017
664,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel,,,2019
665,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol,,,2012
666,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol,,,2007
667,Renault Duster RxL,Renault,2015,550000,36000,Petrol,,,2018
668,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol,,,2017
669,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol,,,2021
670,Honda WR V,Honda,2009,250000,60000,Petrol,,,2012
671,Tata Indigo CS,Tata,2016,110000,85000,Diesel,,,2019
672,Renault Duster 110,Renault,2013,490000,38600,Diesel,,,2016
673,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel,,,2012
674,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol,,,2007
675,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol,,,2017
676,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel,,,2019
677,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol,,,2018
